Tweet,Date,FC,RC,Hashtags,DOW,Month,Hour,Minute,Time
Had a meeting with the terrific @GovPenceIN of Indiana. So excited to campaign in his wonderful state!,2016-04-21 01:58:17+00:00,14803,4455,,Thursday,4,1,58,1.97
"Ted Cruz is mathematically out of winning the race. Now all he can do is be a spoiler, never a nice thing to do. I will beat Hillary!",2016-04-20 12:42:59+00:00,22851,8162,,Wednesday,4,12,42,12.7
"Thank you New York, I will never forget!",2016-04-20 03:22:19+00:00,17644,5170,,Wednesday,4,3,22,3.37
Thank you New York! I love you! #MakeAmericaGreatAgain #Trump2016 – at Trump Tower,2016-04-20 01:08:36+00:00,20654,8073,#MakeAmericaGreatAgain #Trump2016,Wednesday,4,1,8,1.13
".@CNN is so negative it is impossible to watch. Terrible panel, angry haters. Bill O @oreillyfactor said such an amazing thing about me!",2016-04-20 00:54:52+00:00,12493,3408,,Wednesday,4,0,54,0.9
"""@keksec__org: @realDonaldTrump Your policies will make this state and country great again! #MakeAmericaGreatAgain https://twitter.com/keksec__org/status/722573037426581505/photo/1""",2016-04-19 23:51:21+00:00,12072,3202,#MakeAmericaGreatAgain,Tuesday,4,23,51,23.85
1988 with Oprah- discussing why I would never rule out a run for #POTUS. #Trump2016 #VoteTrumpNY #PrimaryDay,2016-04-19 19:46:32+00:00,12251,5387,#POTUS #Trump2016 #VoteTrumpNY #PrimaryDay,Tuesday,4,19,46,19.77
"LETS GO AMERICA! Time to take back our country, and #MakeAmericaGreatAgain Watch video &amp; go #VoteTrump! ",2016-04-19 17:53:08+00:00,11748,5712,#MakeAmericaGreatAgain #VoteTrump,Tuesday,4,17,53,17.88
A big day for New York and for our COUNTRY! MAKE AMERICA GREAT AGAIN!,2016-04-19 12:13:34+00:00,14155,5235,,Tuesday,4,12,13,12.22
Lyin’ Ted Cruz even voted against Superstorm Sandy aid and September 11th help. So many New Yorkers devastated. Cruz hates New York!,2016-04-18 21:54:52+00:00,14197,5741,,Monday,4,21,54,21.9
Kasich only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him,2016-04-18 11:02:24+00:00,12655,3893,,Monday,4,11,2,11.03
Lyin' Ted Cruz can't win with the voters so he has to sell himself to the bosses-I am millions of VOTES ahead! Hillary would destroy him & K,2016-04-18 10:58:00+00:00,12756,4183,,Monday,4,10,58,10.97
"Thank you for today's endorsement, New York Veteran Police Association! #NewYorkValues https://www.facebook.com/DonaldTrump/posts/10156940562995725:0",2016-04-17 23:04:53+00:00,15007,5474,#NewYorkValues,Sunday,4,23,4,23.07
"Thank you, California! Will see you soon! #MakeAmericaGreatAgain http://bit.ly/1SM1rKdCALIFORNIA",2016-04-17 21:01:04+00:00,11782,4683,#MakeAmericaGreatAgain,Sunday,4,21,1,21.02
I would have millions of votes more than Hillary except for the fact that I had 17 opponents and she just had a socialist named Bernie!,2016-04-17 14:34:12+00:00,23544,7734,,Sunday,4,14,34,14.57
Crooked Hillary Clinton is spending a fortune on ads against me. I am the one person she doesn't want to run against. Will be such fun!,2016-04-17 13:41:38+00:00,23106,7590,,Sunday,4,13,41,13.68
Lyin' Ted Cruz can't get votes (I am millions ahead of him) so he has to get his delegates from the Republican bosses. It won't work!,2016-04-17 13:38:31+00:00,15821,5273,,Sunday,4,13,38,13.63
"Lyin' Ted Cruz will never be able to beat Hillary. Despite a rigged delegate system, I am hundreds of delegates ahead of him.",2016-04-17 13:34:25+00:00,11549,3557,,Sunday,4,13,34,13.57
"I'll be in one of my favorite places this morning, Staten Island. Big crowd, will be fun!",2016-04-17 13:28:41+00:00,9891,3049,,Sunday,4,13,28,13.47
"""@Trumptbird: Dear I'm starting to believe that you're actually going to WIN! #Trump2016 #presidenttrump #primary """,2016-04-16 21:28:30+00:00,12007,4444,#Trump2016 #presidenttrump #primary,Saturday,4,21,28,21.47
"""@Trump_Supporter: ""Trump Holds 66% Favorable Rating in New York – Leads Hillary Clinton by 19pts in Empire...",2016-04-16 21:27:48+00:00,7210,2850,,Saturday,4,21,27,21.45
"Just arrived in Syracuse, NY. Big crowd, great place! We will bring back the desperately needed jobs. #NYPrimary",2016-04-16 16:16:13+00:00,13623,3472,#NYPrimary,Saturday,4,16,16,16.27
"""@wdct8110: @realDonaldTrump We love you Donald ! Finally someone who actually cares about us .. !! """,2016-04-16 01:15:29+00:00,13364,4249,,Saturday,4,1,15,1.25
Thank you America! #Trump2016,2016-04-15 21:12:00+00:00,12609,4566,#Trump2016,Friday,4,21,12,21.2
MAKE AMERICA GREAT AGAIN!,2016-04-15 03:50:37+00:00,10170,4333,,Friday,4,3,50,3.83
"Thank you Pittsburgh, Pennsylvania! #MakeAmericaGreatAgain #Trump2016",2016-04-14 04:47:21+00:00,11882,3853,#MakeAmericaGreatAgain #Trump2016,Thursday,4,4,47,4.78
Big protest march in Colorado on Friday afternoon! Don't let the bosses take your vote!,2016-04-14 04:11:46+00:00,13946,5701,,Thursday,4,4,11,4.18
The rules DID CHANGE in Colorado shortly after I entered the race in June because the pols and their bosses knew I would win with the voters,2016-04-14 03:53:59+00:00,16213,5527,,Thursday,4,3,53,3.88
Biggest story in politics is now happening in the great State of Colorado where over one million people have been precluded from voting!,2016-04-14 03:46:29+00:00,14195,5534,,Thursday,4,3,46,3.77
"THANK YOU California, Maryland, New York, and Pennsylvania! See you soon! #MakeAmericaGreatAgain #Trump2016",2016-04-12 16:10:23+00:00,15679,5965,#MakeAmericaGreatAgain #Trump2016,Tuesday,4,16,10,16.17
Missouri just confirmed #Trump2016 as the official winner- with an additional 12 delegates. #MakeAmericaGreatAgain,2016-04-12 16:02:54+00:00,15544,5029,#Trump2016 #MakeAmericaGreatAgain,Tuesday,4,16,2,16.03
"WOW, great new poll- New York! Thank you for your support! #Trump2016 #NewYorkValues https://www.facebook.com/DonaldTrump/posts/10156919403295725:0",2016-04-12 10:13:02+00:00,13178,5020,#Trump2016 #NewYorkValues,Tuesday,4,10,13,10.22
"Thank you Albany, New York! #MakeAmericaGreatAgain #Trump2016 http://bit.ly/1qLxcnmNewYorkValues",2016-04-12 01:31:23+00:00,11884,4339,#MakeAmericaGreatAgain #Trump2016,Tuesday,4,1,31,1.52
"Leaving for Albany, New York now, massive crowd expected. Very exciting!",2016-04-11 20:58:59+00:00,11045,2746,,Monday,4,20,58,20.97
This is happening all over our country—great people being disenfranchised by politicians. Repub party is in trouble! https://www.youtube.com/watch?v=KrqLQK7ecNE,2016-04-11 15:29:51+00:00,12166,5755,,Monday,4,15,29,15.48
The people of Colorado had their vote taken away from them by the phony politicians. Biggest story in politics. This will not be allowed!,2016-04-11 00:50:56+00:00,21926,9184,,Monday,4,0,50,0.83
How is it possible that the people of the great State of Colorado never got to vote in the Republican Primary? Great anger - totally unfair!,2016-04-11 00:28:54+00:00,23047,8482,,Monday,4,0,28,0.47
I win a state in votes and then get non-representative delegates because they are offered all sorts of goodies by Cruz campaign. Bad system!,2016-04-10 13:47:57+00:00,21900,8162,,Sunday,4,13,47,13.78
The @nytimes purposely covers me so inaccurately. I want other nations to pay the U.S. for our defense of them. We are the suckers-no more!,2016-04-10 13:40:23+00:00,11913,4298,,Sunday,4,13,40,13.67
"""@becker_berta: @vivhall3 @Reince Millions more will burn their Republican registration if GOP continues to subvert the will of the people.""",2016-04-10 03:10:16+00:00,10654,4192,,Sunday,4,3,10,3.17
"""@metalmom888: @Theresa_Cali If the GOP screws Trump, his millions will walk from the GOP never to return! They better think long and hard""",2016-04-10 03:05:28+00:00,10076,3644,,Sunday,4,3,5,3.08
"""@Theresa_Cali: Poll shows @realDonaldTrump leads among registered Republican women with 44%. "" Thank you!",2016-04-10 02:45:46+00:00,13583,4980,,Sunday,4,2,45,2.75
"A great honor to visit the 9/11 Memorial Museum with my wife, @MELANIATRUMP, today. #NewYorkValues",2016-04-09 21:29:18+00:00,17573,5401,#NewYorkValues,Saturday,4,21,29,21.48
"""@gene70: @realDonaldTrump The Real Person Of The Year! https://twitter.com/gene70/status/717687239334096896/photo/1"" Wow!",2016-04-09 12:02:59+00:00,12632,4631,,Saturday,4,12,2,12.03
"Bernie Sanders says that Hillary Clinton is unqualified to be president. Based on her decision making ability, I can go along with that!",2016-04-09 11:22:32+00:00,25046,8484,,Saturday,4,11,22,11.37
"Isn't it a shame that the person who will have by far the most delegates and many millions more votes than anyone else, me, still must fight",2016-04-09 03:07:00+00:00,23641,7394,,Saturday,4,3,7,3.12
"""@kirstiealley: HELLO BOYS! this is my formal endorsement of @realDonaldTrump &amp; I'm a woman! (last I checked) And Rudy, U R amazing!",2016-04-09 01:54:31+00:00,10501,3376,,Saturday,4,1,54,1.9
Looks like I was right about NATO. I had no doubt.,2016-04-08 19:17:12+00:00,9797,4720,,Friday,4,19,17,19.28
"So great to be in New York. Catching up on many things (remember, I am still running a major business while I campaign) and loving it!",2016-04-08 12:03:23+00:00,14797,3761,,Friday,4,12,3,12.05
"""@DiCristo13: @realDonaldTrump let's have the policy speeches on immigration, economy, foreign policy, and NATO! """,2016-04-08 02:48:30+00:00,20267,8005,,Friday,4,2,48,2.8
"""@Genie115: #MakeAmericaGreatAgain we can only do that with @realDonaldTrump RT https://twitter.com/Genie115/status/718262802100666370/photo/1""",2016-04-08 02:45:59+00:00,14356,6052,#MakeAmericaGreatAgain,Friday,4,2,45,2.75
Ted Cruz attacked New Yorkers and New York values- we don't forget! https://www.instagram.com/p/BD6SKImGhQt/,2016-04-07 19:31:50+00:00,12065,4802,,Thursday,4,19,31,19.52
"Unbelievable evening. Just made a speech in front 17,000 amazing New Yorkers in Bethpage, Long Island--- great to be home!",2016-04-07 00:31:02+00:00,23130,6301,,Thursday,4,0,31,0.52
"It is so great to be back home! Looking forward to a great rally tonight in Bethpage, Long Island!",2016-04-06 16:40:53+00:00,21018,5930,,Wednesday,4,16,40,16.67
"""@roadsho: Challenge to all WI gun owners. Vote @realDonaldTrump.The only candidate that will protect your rights!",2016-04-05 17:15:12+00:00,7498,2744,,Tuesday,4,17,15,17.25
"Wisconsin, we will MAKE AMERICA GREAT AGAIN!",2016-04-05 16:56:54+00:00,12254,3789,,Tuesday,4,16,56,16.93
Good morning Wisconsin! The polls are now open! #VoteTrump today &amp; we will MakeAmericaGreatAgain!,2016-04-05 12:00:35+00:00,17178,7761,#VoteTrump,Tuesday,4,12,0,12.0
"""@FoxNews: @ScottBaio: ""#DonaldTrump is the only guy, I think, that has the will &amp; the nerve to attack &amp; to fight.""",2016-04-05 03:16:32+00:00,15430,5887,#DonaldTrump,Tuesday,4,3,16,3.27
"A great day in Wisconsin, many stops, many great people! Melania is joining me on Monday. Big crowds. MAKE AMERICA GREAT AGAIN!",2016-04-04 03:13:47+00:00,14875,4381,,Monday,4,3,13,3.22
"A great night in West Allis, Wisconsin! Thank you! #VoteTrumpWI #WIPrimary https://www.facebook.com/DonaldTrump/posts/10156883852800725:0",2016-04-04 02:16:34+00:00,11547,4089,#VoteTrumpWI #WIPrimary,Monday,4,2,16,2.27
"Thank you New York, and Pennsylvania! #MakeAmericaGreatAgain #Trump2016",2016-04-03 17:48:16+00:00,12944,5001,#MakeAmericaGreatAgain #Trump2016,Sunday,4,17,48,17.8
Thank you! #Trump2016 #WIPrimary,2016-04-03 13:46:39+00:00,12839,4765,#Trump2016 #WIPrimary,Sunday,4,13,46,13.77
"""@Margee11: #WISCONSIN VOTE SMART @tedcruz RECORDS R SEALED.. WHAT IS HE HIDING? SAVE AMERICA W/ @realDonaldTrump """,2016-04-03 13:40:39+00:00,10685,5576,#WISCONSIN,Sunday,4,13,40,13.67
"Thank you Eau Claire, Wisconsin. #VoteTrump on Tuesday, April 5th! MAKE AMERICA GREAT AGAIN!",2016-04-03 03:15:09+00:00,12458,4020,#VoteTrump,Sunday,4,3,15,3.25
"Wisconsin has suffered a great loss of jobs and trade, but if I win, all of the bad things happening in the U.S. will be rapidly reversed!",2016-04-02 11:15:20+00:00,19642,6755,,Saturday,4,11,15,11.25
"I will be in Wisconsin until the election. Jobs, trade and immigration will be big factors. I will bring jobs back home - make great deals!",2016-04-02 02:21:56+00:00,16556,5595,,Saturday,4,2,21,2.35
Is it possible for @megynkelly to cover anyone but Donald Trump on her terrible show. She totally misrepresents my words and positions! BAD.,2016-04-02 01:44:00+00:00,18850,5275,,Saturday,4,1,44,1.73
"Can you believe that Ted Cruz, who has been killing our country on trade for so long, just put out a Wisconsin ad talking about trade?",2016-04-01 21:52:14+00:00,13411,5017,,Friday,4,21,52,21.87
We must build a great wall between Mexico and the United States!,2016-04-01 21:49:47+00:00,13341,6114,,Friday,4,21,49,21.82
"For the 1st time in American history, America’s 16,500 border patrol agents have issue a presidential primary endorsement—me! Thank you.",2016-04-01 14:25:17+00:00,29027,10719,,Friday,4,14,25,14.42
The National Border Patrol Council (NBPC) said that our open border is the biggest physical & economic threat facing the American people!,2016-04-01 14:24:46+00:00,16278,5989,,Friday,4,14,24,14.4
The Club For Growth said in their ad that 465 delegates (Cruz) plus 143 delegates (Kasich) is more than my 739 delegates. Try again!,2016-04-01 04:29:49+00:00,12438,4260,,Friday,4,4,29,4.48
"The Club For Growth,which asked me for $1,000,000 in an extortion attempt, just put up a Wisconsin ad with incorrect math.What a dumb group!",2016-04-01 04:23:25+00:00,13525,4593,,Friday,4,4,23,4.38
"THANK YOU, AMERICA! #Trump2016 #MakeAmericaGreatAgain http://bit.ly/1RQ7R0hGOPNationalPoll",2016-03-31 22:16:30+00:00,12418,4541,#Trump2016 #MakeAmericaGreatAgain,Thursday,3,22,16,22.27
