Tweet,Date,FC,RC,Hashtags,DOW,Month,Hour,Minute,Time
Crooked Hillary Clinton mentioned me 22 times in her very long and very boring speech. Many of her statements were lies and fabrications!,2016-07-29 13:44:54+00:00,28384,7817,,Friday,7,13,44,13.73
"Two policemen just shot in San Diego, one dead. It is only getting worse. People want LAW AND ORDER!",2016-07-29 13:13:07+00:00,23116,7692,,Friday,7,13,13,13.22
"Crooked Hillary Clinton made up facts about me, and ""forgot"" to mention the many problems of our country, in her very average scream!",2016-07-29 12:51:13+00:00,26297,7261,,Friday,7,12,51,12.85
No one has worse judgement than Hillary Clinton - corruption and devastation follows her wherever she goes.,2016-07-29 03:59:04+00:00,41156,14319,,Friday,7,3,59,3.98
"Hillary's wars in the Middle East have unleashed destruction, terrorism and ISIS across the world.",2016-07-29 03:57:06+00:00,30374,10695,,Friday,7,3,57,3.95
"Hillary's vision is a borderless world where working people have no power, no jobs, no safety.",2016-07-29 03:54:22+00:00,35965,13570,,Friday,7,3,54,3.9
Hillary will never reform Wall Street. She is owned by Wall Street!,2016-07-29 03:52:46+00:00,35989,13299,,Friday,7,3,52,3.87
Our way of life is under threat by Radical Islam and Hillary Clinton cannot even bring herself to say the words.,2016-07-29 03:50:59+00:00,35697,12078,,Friday,7,3,50,3.83
"Hillary's refusal to mention Radical Islam, as she pushes a 550% increase in refugees, is more proof that she is unfit to lead the country.",2016-07-29 03:47:56+00:00,43018,16195,,Friday,7,3,47,3.78
Median household income is down for the middle class since Obama took office. It will only go further down under Clinton.,2016-07-28 20:56:09+00:00,25059,8634,,Thursday,7,20,56,20.93
President Obama spoke last night about a world that doesn’t exist. 70% of the people think our country is going in the wrong direction. #DNC,2016-07-28 15:09:11+00:00,40624,13185,#DNC,Thursday,7,15,9,15.15
"Our country does not feel 'great already' to the millions of wonderful people living in poverty, violence and despair.",2016-07-28 02:42:13+00:00,41286,13501,,Thursday,7,2,42,2.7
Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,2016-07-28 02:39:07+00:00,52935,16507,,Thursday,7,2,39,2.65
Thank you to our amazing law enforcement officers! #MAGA,2016-07-27 19:15:42+00:00,38666,13410,#MAGA,Wednesday,7,19,15,19.25
"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!",2016-07-27 16:16:02+00:00,52595,20060,,Wednesday,7,16,16,16.27
Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic,2016-07-27 13:01:03+00:00,70248,24027,,Wednesday,7,13,1,13.02
Crooked Hillary Clinton wants to flood our country with Syrian immigrants that we know little or nothing about. The danger is massive. NO!,2016-07-27 10:08:35+00:00,44677,13065,,Wednesday,7,10,8,10.13
Hopefully the violent and vicious killing by ISIS of a beloved French priest is causing people to start thinking rationally. Get tough!,2016-07-27 10:01:39+00:00,33025,10358,,Wednesday,7,10,1,10.02
The Democratic Convention has paid ZERO respect to the great police and law enforcement professionals of our country. No recognition - SAD!,2016-07-27 09:50:55+00:00,37917,12186,,Wednesday,7,9,50,9.83
"I hate to say it, but the Republican Convention was far more interesting (with a much more beautiful set) than the Democratic Convention!",2016-07-27 02:08:50+00:00,38657,8219,,Wednesday,7,2,8,2.13
"No matter what Bill Clinton says and no matter how well he says it, the phony media will exclaim it to be incredible. Highly overrated!",2016-07-27 02:02:24+00:00,33399,8704,,Wednesday,7,2,2,2.03
"You have no idea what my strategy on ISIS is, and neither does ISIS (a good thing). Please get your facts straight - thanks. @megynkelly",2016-07-27 01:51:45+00:00,35487,10728,,Wednesday,7,1,51,1.85
"In order to try and deflect the horror and stupidity of the Wikileakes disaster, the Dems said maybe it is Russia dealing with Trump. Crazy!",2016-07-26 22:47:28+00:00,27675,8337,,Tuesday,7,22,47,22.78
Dems don't want to talk ISIS b/c Hillary's foreign interventions unleashed ISIS & her refugee plans make it easier for them to come here.,2016-07-26 19:48:08+00:00,29820,11056,,Tuesday,7,19,48,19.8
The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!,2016-07-26 19:27:43+00:00,31025,10008,,Tuesday,7,19,27,19.45
"Why aren't the Democrats speaking about ISIS, bad trade deals, broken borders, police and law and order. The Republican Convention was great",2016-07-26 12:38:27+00:00,54031,16194,,Tuesday,7,12,38,12.63
"Bernie Sanders totally sold out to Crooked Hillary Clinton. All of that work, energy and money, and nothing to show for it! Waste of time.",2016-07-26 03:19:38+00:00,54374,17904,,Tuesday,7,3,19,3.32
"Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!",2016-07-26 03:12:57+00:00,34930,9391,,Tuesday,7,3,12,3.2
Sad to watch Bernie Sanders abandon his revolution. We welcome all voters who want to fix our rigged system and bring back our jobs.,2016-07-26 03:04:56+00:00,55758,18583,,Tuesday,7,3,4,3.07
"While Bernie has totally given up on his fight for the people, we welcome all voters who want a better future for our workers.",2016-07-25 21:33:49+00:00,36630,11688,,Monday,7,21,33,21.55
"Great POLL numbers are coming out all over. People don't want another four years of Obama, and Crooked Hillary would be even worse. #MAGA",2016-07-25 14:05:27+00:00,29424,8343,#MAGA,Monday,7,14,5,14.08
"Wow, the Republican Convention went so smoothly compared to the Dems total mess. But fear not, the dishonest media will find a good spinnnn!",2016-07-25 13:47:45+00:00,34021,9446,,Monday,7,13,47,13.78
"Here we go again with another Clinton scandal, and e-mails yet (can you believe). Crooked Hillary knew the fix was in, B never had a chance!",2016-07-25 13:42:55+00:00,24769,7595,,Monday,7,13,42,13.7
"Crooked Hillary Clinton knew everything that her ""servant"" was doing at the DNC - they just got caught, that's all! They laughed at Bernie.",2016-07-25 13:19:18+00:00,22587,7366,,Monday,7,13,19,13.32
Thank you! #MakeAmericaGreatAgain,2016-07-25 12:26:56+00:00,41575,13808,#MakeAmericaGreatAgain,Monday,7,12,26,12.43
"The new joke in town is that Russia leaked the disastrous DNC e-mails, which should never have been written (stupid), because Putin likes me",2016-07-25 11:31:22+00:00,30122,12362,,Monday,7,11,31,11.52
Watched Crooked Hillary Clinton and Tim Kaine on 60 Minutes. No way they are going to fix America's problems. ISIS & all others laughing!,2016-07-24 23:59:10+00:00,27064,8061,,Sunday,7,23,59,23.98
"The highly neurotic Debbie Wasserman Schultz is angry that, after stealing and cheating her way to a Crooked Hillary victory, she's out!",2016-07-24 22:33:42+00:00,24704,7577,,Sunday,7,22,33,22.55
The Democrats are in a total meltdown but the biased media will say how great they are doing! E-mails say the rigged system is alive & well!,2016-07-24 22:16:59+00:00,28589,10467,,Sunday,7,22,16,22.27
"If the Republican Convention had blown up with e-mails, resignation of boss and the beat down of a big player. (Bernie), media would go wild",2016-07-24 21:53:29+00:00,26533,8985,,Sunday,7,21,53,21.88
"Sorry folks, but Bernie Sanders is exhausted, just can't go on any longer. He is trying to dismiss the new e-mails and DNC disrespect. SAD!",2016-07-24 13:30:59+00:00,23331,7473,,Sunday,7,13,30,13.5
"There is no longer a Bernie Sanders ""political revolution."" He is turning out to be a weak and somewhat pathetic figure,wants it all to end!",2016-07-24 13:27:56+00:00,21827,7010,,Sunday,7,13,27,13.45
An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.,2016-07-24 12:30:15+00:00,23579,8698,,Sunday,7,12,30,12.5
"Wow, President Obama's brother, Malik, just announced that he is voting for me. Was probably treated badly by president-like everybody else!",2016-07-24 11:56:43+00:00,73505,26980,,Sunday,7,11,56,11.93
"The Wikileaks e-mail release today was so bad to Sanders that it will make it impossible for him to support her, unless he is a fraud!",2016-07-23 21:20:58+00:00,29681,11653,,Saturday,7,21,20,21.33
I will bring jobs back and get wages up. People haven't had a real wage increase in almost twenty years. Clinton killed jobs!,2016-07-23 16:06:15+00:00,28727,8385,,Saturday,7,16,6,16.1
Funny that the Democrats would have their convention in Pennsylvania where her husband and her killed so many jobs. I will bring jobs back!,2016-07-23 15:01:48+00:00,25227,7612,,Saturday,7,15,1,15.02
"Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED",2016-07-23 10:55:20+00:00,43277,18804,,Saturday,7,10,55,10.92
"Tim Kaine is, and always has been, owned by the banks. Bernie supporters are outraged, was their last choice. Bernie fought for nothing!",2016-07-23 10:35:37+00:00,21897,8060,,Saturday,7,10,35,10.58
Is it the same Kaine that took hundreds of thousands of dollars in gifts while Governor of Virginia and didn't get indicted while Bob M did?,2016-07-23 03:23:15+00:00,24899,10499,,Saturday,7,3,23,3.38
"Another attack, this time in Germany. Many killed. God bless the people of Munich.",2016-07-22 23:03:19+00:00,32570,8837,,Friday,7,23,3,23.05
What a great four days in Cleveland. So proud of the great job done by the RNC and all. The police and Secret Service were fantastic!,2016-07-22 13:07:51+00:00,33781,7044,,Friday,7,13,7,13.12
MAKE AMERICA SAFE AND GREAT AGAIN! #RNCinCLE – at Quicken Loans,2016-07-22 05:11:10+00:00,25684,8246,#RNCinCLE,Friday,7,5,11,5.18
FORMAL ACCEPTANCE OF THE NOMINATION! #TrumpPence16 – at Quicken Loans Arena,2016-07-22 04:01:07+00:00,42896,12187,#TrumpPence16,Friday,7,4,1,4.02
"Other than a small group of people who have suffered massive and embarrassing losses, the party is VERY united. Great love in the arena!",2016-07-21 14:49:19+00:00,31657,7621,,Thursday,7,14,49,14.82
"Ted Cruz talks about the Constitution but doesn't say that if the Dems win the Presidency, the new JUSTICES appointed will destroy us all!",2016-07-21 14:12:45+00:00,26750,8648,,Thursday,7,14,12,14.2
"I am soooo proud of my children, Don, Eric and Tiffany - their speeches, under enormous pressure, were incredible. Ivanka intros me tonight!",2016-07-21 12:37:53+00:00,36387,6591,,Thursday,7,12,37,12.62
"Wow, Ted Cruz got booed off the stage, didn't honor the pledge! I saw his speech two hours early but let him speak anyway. No big deal!",2016-07-21 03:45:48+00:00,58851,16905,,Thursday,7,3,45,3.75
Great job @EricTrump! Proud of you! #AmericaFirst #RNCinCLE https://instagram.com/p/BIG07aSjE67/,2016-07-21 02:35:23+00:00,33665,9985,#AmericaFirst #RNCinCLE,Thursday,7,2,35,2.58
Thank you @IngrahamAngle! #AmericaFirst,2016-07-21 01:08:33+00:00,23314,8166,#AmericaFirst,Thursday,7,1,8,1.13
The media is spending more time doing a forensic analysis of Melania's speech than the FBI spent on Hillary's emails.,2016-07-20 15:36:06+00:00,211225,96244,,Wednesday,7,15,36,15.6
Good news is Melania's speech got more publicity than any in the history of politics especially if you believe that all press is good press!,2016-07-20 15:31:15+00:00,42497,10575,,Wednesday,7,15,31,15.52
"In November, I think the people of Ohio will remember that the Republicans picked Cleveland instead of going to another state. Jobs!",2016-07-20 12:51:58+00:00,20817,4734,,Wednesday,7,12,51,12.85
Such a great honor to be the Republican Nominee for President of the United States. I will work hard and never let you down! AMERICA FIRST!,2016-07-19 23:52:59+00:00,109677,33338,,Tuesday,7,23,52,23.87
"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention",2016-07-19 04:14:11+00:00,47732,10332,#GOPConvention,Tuesday,7,4,14,4.23
"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",2016-07-18 17:28:04+00:00,24094,5481,,Monday,7,17,28,17.47
"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",2016-07-17 21:26:50+00:00,32879,10110,,Sunday,7,21,26,21.43
"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",2016-07-17 21:22:23+00:00,35507,12204,,Sunday,7,21,22,21.37
"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",2016-07-17 18:26:51+00:00,72962,28859,,Sunday,7,18,26,18.43
We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to... https://www.facebook.com/DonaldTrump/posts/10157324504140725,2016-07-17 17:30:42+00:00,20998,7730,,Sunday,7,17,30,17.5
"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",2016-07-17 12:14:46+00:00,19035,5650,,Sunday,7,12,14,12.23
We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,2016-07-17 04:19:05+00:00,18676,4952,,Sunday,7,4,19,4.32
Thank you! #TrumpPence16,2016-07-16 16:13:29+00:00,30414,8484,#TrumpPence16,Saturday,7,16,13,16.22
"Crooked Hillary Clinton is bought and paid for by Wall Street, lobbyists and special interests. She will sell our country down the tubes!",2016-07-16 13:23:17+00:00,22295,7451,,Saturday,7,13,23,13.38
"Very sad that a person who has made so many mistakes, Crooked Hillary Clinton, can put out such false and vicious ads with her phony money!",2016-07-16 13:19:11+00:00,18877,5749,,Saturday,7,13,19,13.32
"Crooked Hillary, who embarrassed herself and the country with her e-mail lies, has been a DISASTER on foreign policy. Look what's happening!",2016-07-16 13:13:56+00:00,20859,6586,,Saturday,7,13,13,13.22
"Crooked Hillary is spending big Wall Street money on ads saying I don't have foreign policy experience, yet look what her policies have done",2016-07-16 13:08:43+00:00,21528,7295,,Saturday,7,13,8,13.13
I am pleased to announce that I have chosen Governor Mike Pence as my Vice Presidential running mate. News conference tomorrow at 11:00 A.M.,2016-07-15 14:50:55+00:00,81051,32007,,Friday,7,14,50,14.83
Four more years of weakness with a Crooked Hillary Administration is not acceptable. Look what has happened to the world with O & Hillary!,2016-07-15 14:41:20+00:00,26089,8796,,Friday,7,14,41,14.68
#NeverTrump is never more. They were crushed last night in Cleveland at Rules Committee by a vote of 87-12. MAKE AMERICA GREAT AGAIN!,2016-07-15 14:31:18+00:00,29099,8712,#NeverTrump,Friday,7,14,31,14.52
"My prayers and condolences to the victims and families of the terrible tragedy in Nice, France. We are with you in every way!",2016-07-15 00:39:27+00:00,42394,12681,,Friday,7,0,39,0.65
"In light of the horrible attack in Nice, France, I have postponed tomorrow's news conference concerning my Vice Presidential announcement.",2016-07-14 23:09:57+00:00,38734,12179,,Thursday,7,23,9,23.15
"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",2016-07-14 22:40:31+00:00,46022,19327,,Thursday,7,22,40,22.67
I will be making the announcement of my Vice Presidential pick on Friday at 11am in Manhattan. Details to follow.,2016-07-14 01:19:51+00:00,36908,12640,,Thursday,7,1,19,1.32
Voters understand that Crooked Hillary's negative ads are not true- just like her email lies and her other fraudulent activity.,2016-07-13 22:22:20+00:00,20118,6495,,Wednesday,7,22,22,22.37
"Thank you Florida, Ohio, and Pennsylvania! #CrookedHillary is not qualified. #ImWithYou",2016-07-13 12:50:04+00:00,24378,9153,#CrookedHillary #ImWithYou,Wednesday,7,12,50,12.83
Justice Ginsburg of the U.S. Supreme Court has embarrassed all by making very dumb political statements about me. Her mind is shot - resign!,2016-07-13 04:54:40+00:00,30660,9936,,Wednesday,7,4,54,4.9
The American people agree. No free pass for #CrookedHillary!,2016-07-12 21:10:03+00:00,19604,8651,#CrookedHillary,Tuesday,7,21,10,21.17
"To all the Bernie voters who want to stop bad trade deals & global special interests, we welcome you with open arms. People first.",2016-07-12 17:04:19+00:00,29074,10865,,Tuesday,7,17,4,17.07
Bernie sanders has abandoned his supporters by endorsing pro-war pro-TPP pro-Wall Street Crooked Hillary Clinton.,2016-07-12 17:03:44+00:00,24450,9944,,Tuesday,7,17,3,17.05
Bernie Sanders endorsing Crooked Hillary Clinton is like Occupy Wall Street endorsing Goldman Sachs.,2016-07-12 17:01:51+00:00,39456,26509,,Tuesday,7,17,1,17.02
#CrookedHillary is not qualified!,2016-07-12 16:45:45+00:00,19100,9975,#CrookedHillary,Tuesday,7,16,45,16.75
I am somewhat surprised that Bernie Sanders was not true to himself and his supporters. They are not happy that he is selling out!,2016-07-12 13:39:56+00:00,30280,10461,,Tuesday,7,13,39,13.65
"Bernie Sanders, who has lost most of his leverage, has totally sold out to Crooked Hillary Clinton. He will endorse her today - fans angry!",2016-07-12 13:36:47+00:00,24532,8289,,Tuesday,7,13,36,13.6
"This election is a choice between law, order & safety - or chaos, crime & violence. I will make America safe again for everyone. #ImWithYou",2016-07-12 12:57:18+00:00,24529,8834,#ImWithYou,Tuesday,7,12,57,12.95
"Thoughts and prayers with the victims, and their families- along with everyone at the Berrien County Courthouse in St. Joseph, Michigan.",2016-07-11 19:51:29+00:00,23726,7278,,Monday,7,19,51,19.85
"The media is so dishonest. If I make a statement, they twist it and turn it to make it sound bad or foolish.They think the public is stupid!",2016-07-10 18:42:32+00:00,36442,11554,,Sunday,7,18,42,18.7
President Obama thinks the nation is not as divided as people think. He is living in a world of the make believe!,2016-07-10 18:27:58+00:00,28415,9420,,Sunday,7,18,27,18.45
Look what is happening to our country under the WEAK leadership of Obama and people like Crooked Hillary Clinton. We are a divided nation!,2016-07-10 12:02:02+00:00,45555,14970,,Sunday,7,12,2,12.03
MAKE AMERICA SAFE AGAIN! https://www.facebook.com/DonaldTrump/videos/10157280014500725/,2016-07-08 23:26:56+00:00,31937,11516,,Friday,7,23,26,23.43
Isn't it sad that on a day of national tragedy Hillary Clinton is answering softball questions about her email lies on @CNN?,2016-07-08 21:31:01+00:00,34239,10922,,Friday,7,21,31,21.52
"Due to the horrific events taking place in our country, I have decided to postpone my speech on economic opportunity- today in Miami.",2016-07-08 14:32:15+00:00,33137,7146,,Friday,7,14,32,14.53
Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,2016-07-08 11:02:41+00:00,70212,22708,,Friday,7,11,2,11.03
"After today, Crooked Hillary can officially be called Lyin' Crooked Hillary.",2016-07-08 01:52:04+00:00,44183,15358,,Friday,7,1,52,1.87
Just leaving D.C. Had great meetings with Republicans in the House and Senate. Very interesting day! These are people who love our country!,2016-07-07 18:07:28+00:00,22706,5612,,Thursday,7,18,7,18.12
Where is the outrage for this Disney book? Is this the 'Star of David' also? Dishonest media! #Frozen,2016-07-07 01:34:20+00:00,51233,20853,#Frozen,Thursday,7,1,34,1.57
"Crooked Hillary Clinton lied to the FBI and to the people of our country. She is sooooo guilty. But watch, her time will come!",2016-07-06 12:31:27+00:00,24826,9315,,Wednesday,7,12,31,12.52
"I don't think the voters will forget the rigged system that allowed Crooked Hillary to get away with ""murder."" Come November 8, she's out!",2016-07-06 04:30:04+00:00,30634,10445,,Wednesday,7,4,30,4.5
Raised a lot of money for the Republican Party. There will be a big gasp when the figures are announced in the morning. Lots of support! Win,2016-07-06 04:23:03+00:00,20766,4903,,Wednesday,7,4,23,4.38
FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,2016-07-05 15:39:06+00:00,64341,31910,#RiggedSystem,Tuesday,7,15,39,15.65
"The system is rigged. General Petraeus got in trouble for far less. Very very unfair! As usual, bad judgment.",2016-07-05 15:37:23+00:00,46164,17915,,Tuesday,7,15,37,15.62
Taxpayers are paying a fortune for the use of Air Force One on the campaign trail by President Obama and Crooked Hillary. A total disgrace!,2016-07-05 11:14:58+00:00,33476,13676,,Tuesday,7,11,14,11.23
Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,2016-07-04 22:30:15+00:00,46754,18085,,Monday,7,22,30,22.5
"With Hillary and Obama, the terrorist attacks will only get worse. Politically correct fools, won't even call it what it is - RADICAL ISLAM!",2016-07-04 15:34:15+00:00,26526,9705,,Monday,7,15,34,15.57
"Crooked Hillary Clinton is ""guilty as hell"" but the system is totally rigged and corrupt! Where are the 33,000 missing e-mails?",2016-07-04 15:26:56+00:00,23434,8585,,Monday,7,15,26,15.43
"Dishonest media is trying their absolute best to depict a star in a tweet as the Star of David rather than a Sheriff's Star, or plain star!",2016-07-04 13:42:16+00:00,19689,5918,,Monday,7,13,42,13.7
Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged & corrupt!,2016-07-03 20:20:20+00:00,19926,7055,,Sunday,7,20,20,20.33
Only a fool would believe that the meeting between Bill Clinton and the U.S.A.G. was not arranged or that Crooked Hillary did not know.,2016-07-03 20:16:23+00:00,23069,8110,,Sunday,7,20,16,20.27
"It was just announced-by sources-that no charges will be brought against Crooked Hillary Clinton. Like I said, the system is totally rigged!",2016-07-02 21:13:02+00:00,40624,16758,,Saturday,7,21,13,21.22
It is impossible for the FBI not to recommend criminal charges against Hillary Clinton. What she did was wrong! What Bill did was stupid!,2016-07-02 20:39:39+00:00,29593,10384,,Saturday,7,20,39,20.65
Thank you! #AmericaFirst,2016-07-02 15:23:25+00:00,19548,6821,#AmericaFirst,Saturday,7,15,23,15.38
Crooked Hillary -- Makes History! #ImWithYou #AmericaFirst,2016-07-02 15:19:19+00:00,20913,8890,#ImWithYou #AmericaFirst,Saturday,7,15,19,15.32
The #2A to our Constitution is clear. The right of the people to keep &amp; bear Arms shall not be infringed upon.,2016-07-02 13:55:45+00:00,21330,8389,#2A,Saturday,7,13,55,13.92
When you can't say it - or see it -- you can't fix it. We will MAKE AMERICA SAFE AGAIN! #ImWithYou #AmericaFirst https://www.facebook.com/DonaldTrump/posts/10157247675605725:0,2016-07-02 01:29:25+00:00,11475,4118,#ImWithYou #AmericaFirst,Saturday,7,1,29,1.48
Thank you for your support! We will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst,2016-07-01 17:07:52+00:00,21585,6560,#ImWithYou #AmericaFirst,Friday,7,17,7,17.12
These crimes won't be happening if I'm elected POTUS. Killer should have never been here. #AmericaFirst,2016-07-01 16:43:56+00:00,11675,5552,#AmericaFirst,Friday,7,16,43,16.72
Horrible killing of a 13 year old American girl at her home in Israel by a Palestinian terrorist. We must get tough. http://bit.ly/299PfhoStatement,2016-07-01 13:32:19+00:00,11123,4477,,Friday,7,13,32,13.53
Take a look at what happened w/ Bill Clinton. The system is totally rigged. Does anybody really believe that meeting was just a coincidence?,2016-07-01 12:12:48+00:00,22363,8705,,Friday,7,12,12,12.2
"The reason I put up approximately $50 million for my successful primary campaign is very simple, I want to MAKE AMERICA GREAT AGAIN!",2016-06-30 19:30:54+00:00,22222,6896,,Thursday,6,19,30,19.5
One of the reasons Hillary hid her emails was so the public wouldn't see how she got rich- selling out America. http://hosted.ap.org/dynamic/stories/U/US_CLINTON_EMAILS?SITE=AP&amp;SECTION=HOME&amp;TEMPLATE=DEFAULT&amp;CTIME=2016-06-29-17-38-07,2016-06-30 19:28:27+00:00,14032,6485,,Thursday,6,19,28,19.47
"For reasons only they can explain, the @USChamber wants to continue our bad trade deals rather than renegotiating and making them better.",2016-06-30 02:39:36+00:00,12360,4413,,Thursday,6,2,39,2.65
ISIS exploded on Hillary Clinton's watch- she's done nothing about it and never will. Not capable!,2016-06-29 18:21:38+00:00,21595,8050,,Wednesday,6,18,21,18.35
New Q poll out- we are going to win the whole deal- and MAKE AMERICA GREAT AGAIN! #Trump2016,2016-06-29 14:39:13+00:00,17583,5517,#Trump2016,Wednesday,6,14,39,14.65
Why would the USChamber be upset by the fact that I want to negotiate better and stronger trade deals or that I want penalties for cheaters?,2016-06-29 13:14:56+00:00,15579,5276,,Wednesday,6,13,14,13.23
Iron Mike Tyson was not asked to speak at the Convention though I'm sure he would do a good job if he was. The media makes everything up!,2016-06-29 02:55:50+00:00,15711,4442,,Wednesday,6,2,55,2.92
We must do everything possible to keep this horrible terrorism outside the United States.,2016-06-28 21:10:57+00:00,31228,11273,,Tuesday,6,21,10,21.17
"Yet another terrorist attack, this time in Turkey. Will the world ever realize what is going on? So sad.",2016-06-28 21:08:51+00:00,26112,9723,,Tuesday,6,21,8,21.13
Hillary Clinton’s Presidency would be catastrophic for the future of our country. She is ill-fit with bad judgment.,2016-06-28 20:26:22+00:00,21243,7455,,Tuesday,6,20,26,20.43
Benghazi is just another Hillary Clinton failure. It just never seems to work the way it's supposed to with Clinton.,2016-06-28 20:24:13+00:00,19387,6428,,Tuesday,6,20,24,20.4
.@CNN is all negative when it comes to me. I don't watch it anymore.,2016-06-27 13:39:12+00:00,19013,5699,,Monday,6,13,39,13.65
"Crooked Hillary is wheeling out one of the least productive senators in the U.S. Senate, goofy Elizabeth Warren, who lied on heritage.",2016-06-27 13:07:04+00:00,20960,6525,,Monday,6,13,7,13.12
"""@LindaSuhler: Trump voters don't scare or back down. Our numbers are growing &amp; we're taking our country BACK. #Trump2016 #MAGA",2016-06-27 01:33:10+00:00,19566,7214,#Trump2016 #MAGA,Monday,6,1,33,1.55
"""@w4djt: ""Under a Trump presidency, America will make brilliant new trade deals!"" —Donald Trump #dtmag https://twitter.com/w4djt/status/747237431129346048/photo/1""",2016-06-27 01:31:40+00:00,16608,4957,#dtmag,Monday,6,1,31,1.52
"""@brazosboys: Hillary read ""sigh"" off the Teleprompter, She's so fake she has to be told how to feel: https://youtu.be/iYUQtxXZPsk @FoxNews",2016-06-27 00:38:14+00:00,17280,7367,,Monday,6,0,38,0.63
Crooked Hillary Clinton got Brexit wrong. I said LEAVE will win. She has no sense of markets and such bad judgement. Only a question of time,2016-06-26 22:15:40+00:00,14082,4445,,Sunday,6,22,15,22.25
"Hillary Clinton is not a change agent, just the same old status quo! She is spending a fortune, I am spending very little. Close in polls!",2016-06-26 22:09:30+00:00,15216,4756,,Sunday,6,22,9,22.15
"People in our country want borders, and without them the old line pols like Crooked Hillary will not win. It is time for CHANGE -- and JOBS!",2016-06-26 21:21:50+00:00,16985,5423,,Sunday,6,21,21,21.35
"Crooked Hillary just took a major ad of me playing golf at Turnberry. Shows me hitting shot, but I never did = lie! Was there to support son",2016-06-26 16:06:23+00:00,17099,5923,,Sunday,6,16,6,16.1
Obama has blocked ICE officers and BP from doing their jobs. That ends when I am President!,2016-06-26 02:40:06+00:00,19097,6609,,Sunday,6,2,40,2.67
We only want to admit those who love our people and support our values. #AmericaFirst,2016-06-26 02:37:59+00:00,19095,6645,#AmericaFirst,Sunday,6,2,37,2.62
We must suspend immigration from regions linked with terrorism until a proven vetting method is in place.,2016-06-26 02:37:14+00:00,28072,9376,,Sunday,6,2,37,2.62
"So funny, Crooked Hillary called BREXIT so incorrectly, and now she says that she is the one to deal with the U.K. All talk, no action!",2016-06-25 12:00:29+00:00,21316,6837,,Saturday,6,12,0,12.0
Thoughts and prayers are with everyone in West Virginia- dealing with the devastating floods. #ImWithYou,2016-06-25 04:29:41+00:00,22583,7471,#ImWithYou,Saturday,6,4,29,4.48
"Many people are equating BREXIT, and what is going on in Great Britain, with what is happening in the U.S. People want their country back!",2016-06-24 21:43:17+00:00,24223,8591,,Friday,6,21,43,21.72
Crooked Hillary called it totally wrong on BREXIT - she went with Obama - and now she is saying we need her to lead. She would be a disaster,2016-06-24 21:23:40+00:00,24065,8336,,Friday,6,21,23,21.38
I want all Americans to succeed together. President Obama's illegal executive amnesty undermines job prospects for...https://www.facebook.com/DonaldTrump/posts/10157210293405725,2016-06-24 18:50:57+00:00,11901,4419,,Friday,6,18,50,18.83
"America is proud to stand shoulder-to-shoulder w/a free & ind UK. We stand together as friends, as allies, & as a people w/a shared history.",2016-06-24 10:32:00+00:00,31691,12207,,Friday,6,10,32,10.53
"Self-determination is the sacred right of all free people's, and the people of the UK have exercised that right for all the world to see.",2016-06-24 10:30:31+00:00,27585,13470,,Friday,6,10,30,10.5
"Just arrived in Scotland. Place is going wild over the vote. They took their country back, just like we will take America back. No games!",2016-06-24 09:21:55+00:00,39505,14184,,Friday,6,9,21,9.35
"Congratulations to my son, Eric, on the fantastic job he has done in rebuilding Turnberry, and its great Ailsa Course. Always support kids!",2016-06-24 00:58:06+00:00,19854,4289,,Friday,6,0,58,0.97
Meet the amazing mother whose letter I read during my speech. She lost her son to policies supported by Clinton.,2016-06-23 21:36:06+00:00,11825,5645,,Thursday,6,21,36,21.6
